notebook,source_table,source_column,destination_table,destination_column,transformation_type,transformation_expr
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),loan_term,collection_payment_data_cash_loan (amft.db),loan_term,DIRECT,
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),log_time,collection_payment_data_cash_loan (amft.db),log_time,DIRECT,
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),_LITERAL_,collection_payment_data_cash_loan (amft.db),log_time,LITERAL,"date_format(""log_time"",""yyyyMMdd"""
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),_LITERAL_,collection_payment_data_cash_loan (amft.db),product_code,LITERAL,lit('CASH LOAN'
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),province,collection_payment_data_cash_loan (amft.db),province,DIRECT,
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),remaining_due_capital,collection_payment_data_cash_loan (amft.db),remaining_due_capital,DIRECT,
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),_LITERAL_,collection_payment_data_cash_loan (amft.db),row_number,LITERAL,row_number(
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),_LITERAL_,collection_payment_data_cash_loan (amft.db),seq,LITERAL,row_number(
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),collection_group,collection_payment_data_cash_loan (amft.db),status,CONDITIONAL,"# when( # (col('collection_group')=='B0')& # (col('remaining_due_interest')+col('remaining_receivable_principal_due')==0),lit(1"
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),remaining_due_interest,collection_payment_data_cash_loan (amft.db),status,CONDITIONAL,"# when( # (col('collection_group')=='B0')& # (col('remaining_due_interest')+col('remaining_receivable_principal_due')==0),lit(1"
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),remaining_receivable_principal_due,collection_payment_data_cash_loan (amft.db),status,CONDITIONAL,"# when( # (col('collection_group')=='B0')& # (col('remaining_due_interest')+col('remaining_receivable_principal_due')==0),lit(1"
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),type_id,collection_payment_data_cash_loan (amft.db),type_id,DIRECT,
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),updated_date,collection_payment_data_cash_loan (amft.db),updated_date,DIRECT,
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),user_id,collection_payment_data_cash_loan (amft.db),user_id,DIRECT,
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),utm_source,collection_payment_data_cash_loan (amft.db),utm_source,DIRECT,
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),utm_source_date,collection_payment_data_cash_loan (amft.db),utm_source_date,DIRECT,
./Collection_payment_data_cash_loan.ipynb,v2_repayment_current (amft.db),ward,collection_payment_data_cash_loan (amft.db),ward,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),amount,collection_payment_data_newton (amft.db),amount,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),claim,collection_payment_data_newton (amft.db),claim,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),current_dpd,collection_payment_data_newton (amft.db),collection_group,CONDITIONAL,"when((col(""current_dpd"") >= -5) & (col(""current_dpd"") <= 0), lit(""B0"""
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),contract_id,collection_payment_data_newton (amft.db),contract_id,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),created_date,collection_payment_data_newton (amft.db),created_date,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),current_dpd,collection_payment_data_newton (amft.db),current_dpd,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),current_paid,collection_payment_data_newton (amft.db),current_paid,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),amount,collection_payment_data_newton (amft.db),current_paid,EXPRESSION,"col(""paid_amount"")-col(""amount"""
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),paid_amount,collection_payment_data_newton (amft.db),current_paid,EXPRESSION,"col(""paid_amount"")-col(""amount"""
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),data_date_key,collection_payment_data_newton (amft.db),data_date_key,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),_LITERAL_,collection_payment_data_newton (amft.db),data_date_key,LITERAL,lit(dk
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),dpd,collection_payment_data_newton (amft.db),dpd_risk_group,CONDITIONAL,when(col('dpd'
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),due_number,collection_payment_data_newton (amft.db),due_number,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),gender,collection_payment_data_newton (amft.db),gender,CONDITIONAL,"when(col('gender')==1,lit('Female'"
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),installment_end_date,collection_payment_data_newton (amft.db),installment_end_date,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),_LITERAL_,collection_payment_data_newton (amft.db),installment_end_month,LITERAL,"date_format('installment_end_date','yyyyMM'"
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),installment_start_date,collection_payment_data_newton (amft.db),installment_start_date,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),loan_id,collection_payment_data_newton (amft.db),loan_id,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),loan_payback_id,collection_payment_data_newton (amft.db),loan_payback_id,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),log_time,collection_payment_data_newton (amft.db),log_time,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),_LITERAL_,collection_payment_data_newton (amft.db),log_time,LITERAL,"date_format(""log_time"",""yyyyMMdd"""
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),_LITERAL_,collection_payment_data_newton (amft.db),product_code,LITERAL,lit('NEWTON'
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),province,collection_payment_data_newton (amft.db),province,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),remaining_due_capital,collection_payment_data_newton (amft.db),remaining_due_capital,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),_LITERAL_,collection_payment_data_newton (amft.db),row_number,LITERAL,row_number(
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),_LITERAL_,collection_payment_data_newton (amft.db),seq,LITERAL,row_number(
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),collection_group,collection_payment_data_newton (amft.db),status,CONDITIONAL,"# when( # (col('collection_group')=='B0')& # (col('remaining_due_interest')+col('remaining_receivable_principal_due')==0),lit(1"
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),remaining_due_interest,collection_payment_data_newton (amft.db),status,CONDITIONAL,"# when( # (col('collection_group')=='B0')& # (col('remaining_due_interest')+col('remaining_receivable_principal_due')==0),lit(1"
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),remaining_receivable_principal_due,collection_payment_data_newton (amft.db),status,CONDITIONAL,"# when( # (col('collection_group')=='B0')& # (col('remaining_due_interest')+col('remaining_receivable_principal_due')==0),lit(1"
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),type_id,collection_payment_data_newton (amft.db),type_id,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),updated_date,collection_payment_data_newton (amft.db),updated_date,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),user_id,collection_payment_data_newton (amft.db),user_id,DIRECT,
./Collection_payment_data_newton.ipynb,newton_repayment_current (amft.db),utm_source,collection_payment_data_newton (amft.db),utm_source,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),contract_id,contract_terminate (amft.db),contract_id,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),contract_id,contract_terminate (amft.db),contract_id,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),data_date_key,contract_terminate (amft.db),data_date_key,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),_LITERAL_,contract_terminate (amft.db),data_date_key,LITERAL,lit(date_key
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),data_date_key,contract_terminate (amft.db),data_date_key,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),_LITERAL_,contract_terminate (amft.db),data_date_key,LITERAL,lit(date_key
./contract_terminate.ipynb,contract_terminate (amft.db),due_number,contract_terminate (amft.db),due_number,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),due_number,contract_terminate (amft.db),due_number,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),installment_end_date,contract_terminate (amft.db),installment_end_date,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),installment_end_date,contract_terminate (amft.db),installment_end_date,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),installment_start_date,contract_terminate (amft.db),installment_start_date,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),installment_start_date,contract_terminate (amft.db),installment_start_date,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),loan_amount,contract_terminate (amft.db),loan_amount,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),loan_amount,contract_terminate (amft.db),loan_amount,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),loan_term,contract_terminate (amft.db),loan_term,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),loan_term,contract_terminate (amft.db),loan_term,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),_LITERAL_,contract_terminate (amft.db),max_due_number,LITERAL,"F.max(""due_number"""
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),_LITERAL_,contract_terminate (amft.db),max_due_number,LITERAL,"F.max(""due_number"""
./contract_terminate.ipynb,contract_terminate (amft.db),_LITERAL_,contract_terminate (amft.db),seq,LITERAL,row_number(
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),_LITERAL_,contract_terminate (amft.db),seq,LITERAL,row_number(
./contract_terminate.ipynb,contract_terminate (amft.db),terminate_date,contract_terminate (amft.db),terminate_date,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),installment_start_date,contract_terminate (amft.db),terminate_date,CONDITIONAL,when( (col('terminate_date')<col('installment_start_date'
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),terminate_date,contract_terminate (amft.db),terminate_date,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),installment_start_date,contract_terminate (amft.db),terminate_date,CONDITIONAL,when( (col('terminate_date')<col('installment_start_date'
./contract_terminate.ipynb,contract_terminate (amft.db),terminate_due,contract_terminate (amft.db),terminate_due,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),terminate_date,contract_terminate (amft.db),terminate_due,CONDITIONAL,when((col('terminate_date')<col('installment_start_date'
./contract_terminate.ipynb,contract_terminate (amft.db),installment_start_date,contract_terminate (amft.db),terminate_due,CONDITIONAL,when((col('terminate_date')<col('installment_start_date'
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),terminate_due,contract_terminate (amft.db),terminate_due,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),terminate_date,contract_terminate (amft.db),terminate_due,CONDITIONAL,when((col('terminate_date')<col('installment_start_date'
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),installment_start_date,contract_terminate (amft.db),terminate_due,CONDITIONAL,when((col('terminate_date')<col('installment_start_date'
./contract_terminate.ipynb,contract_terminate (amft.db),utm_source,contract_terminate (amft.db),utm_source,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),utm_source,contract_terminate (amft.db),utm_source,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),contract_id,contract_terminate_tmp (amft.db),contract_id,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),contract_id,contract_terminate_tmp (amft.db),contract_id,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),data_date_key,contract_terminate_tmp (amft.db),data_date_key,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),_LITERAL_,contract_terminate_tmp (amft.db),data_date_key,LITERAL,lit(date_key
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),data_date_key,contract_terminate_tmp (amft.db),data_date_key,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),_LITERAL_,contract_terminate_tmp (amft.db),data_date_key,LITERAL,lit(date_key
./contract_terminate.ipynb,contract_terminate (amft.db),due_number,contract_terminate_tmp (amft.db),due_number,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),due_number,contract_terminate_tmp (amft.db),due_number,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),installment_end_date,contract_terminate_tmp (amft.db),installment_end_date,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),installment_end_date,contract_terminate_tmp (amft.db),installment_end_date,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),installment_start_date,contract_terminate_tmp (amft.db),installment_start_date,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),installment_start_date,contract_terminate_tmp (amft.db),installment_start_date,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),loan_amount,contract_terminate_tmp (amft.db),loan_amount,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),loan_amount,contract_terminate_tmp (amft.db),loan_amount,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),loan_term,contract_terminate_tmp (amft.db),loan_term,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),loan_term,contract_terminate_tmp (amft.db),loan_term,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),_LITERAL_,contract_terminate_tmp (amft.db),max_due_number,LITERAL,"F.max(""due_number"""
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),_LITERAL_,contract_terminate_tmp (amft.db),max_due_number,LITERAL,"F.max(""due_number"""
./contract_terminate.ipynb,contract_terminate (amft.db),_LITERAL_,contract_terminate_tmp (amft.db),seq,LITERAL,row_number(
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),_LITERAL_,contract_terminate_tmp (amft.db),seq,LITERAL,row_number(
./contract_terminate.ipynb,contract_terminate (amft.db),terminate_date,contract_terminate_tmp (amft.db),terminate_date,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),installment_start_date,contract_terminate_tmp (amft.db),terminate_date,CONDITIONAL,when( (col('terminate_date')<col('installment_start_date'
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),terminate_date,contract_terminate_tmp (amft.db),terminate_date,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),installment_start_date,contract_terminate_tmp (amft.db),terminate_date,CONDITIONAL,when( (col('terminate_date')<col('installment_start_date'
./contract_terminate.ipynb,contract_terminate (amft.db),terminate_due,contract_terminate_tmp (amft.db),terminate_due,DIRECT,
./contract_terminate.ipynb,contract_terminate (amft.db),terminate_date,contract_terminate_tmp (amft.db),terminate_due,CONDITIONAL,when((col('terminate_date')<col('installment_start_date'
./contract_terminate.ipynb,contract_terminate (amft.db),installment_start_date,contract_terminate_tmp (amft.db),terminate_due,CONDITIONAL,when((col('terminate_date')<col('installment_start_date'
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),terminate_due,contract_terminate_tmp (amft.db),terminate_due,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),terminate_date,contract_terminate_tmp (amft.db),terminate_due,CONDITIONAL,when((col('terminate_date')<col('installment_start_date'
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),installment_start_date,contract_terminate_tmp (amft.db),terminate_due,CONDITIONAL,when((col('terminate_date')<col('installment_start_date'
./contract_terminate.ipynb,contract_terminate (amft.db),utm_source,contract_terminate_tmp (amft.db),utm_source,DIRECT,
./Backfill job/contract_terminate_backfill.ipynb,contract_terminate (amft.db),utm_source,contract_terminate_tmp (amft.db),utm_source,DIRECT,
./dim_source_score.ipynb,v2_dm_key_risk_indicators_ever (amft.db),score_provider,dim_source_score (amft.db),score_provider,DIRECT,
./dim_source_score.ipynb,v2_dm_key_risk_indicators_ever (amft.db),score_type,dim_source_score (amft.db),score_type,DIRECT,
./dim_source_score.ipynb,v2_dm_key_risk_indicators_ever (amft.db),score_bin,dim_source_score (amft.db),score_type,CONDITIONAL,when(col('score_bin'
./dim_source_score.ipynb,v2_dm_key_risk_indicators_ever (amft.db),utm_source,dim_source_score (amft.db),utm_source,DIRECT,
./dim_source_score.ipynb,v2_dm_key_risk_indicators_ever (amft.db),version,dim_source_score (amft.db),version,DIRECT,
./Collection/dm_collection_effectiveness.ipynb,dim_collection (amft.db),new_past_due,dm_collection_effectiveness (amft.db),closing_past_due,EXPRESSION,col('new_past_due'
./Collection/dm_collection_effectiveness.ipynb,dim_collection (amft.db),_LITERAL_,dm_collection_effectiveness (amft.db),closing_past_due,LITERAL,lit(None
./Collection/dm_collection_effectiveness.ipynb,dim_collection (amft.db),from_bucket,dm_collection_effectiveness (amft.db),from_bucket,DIRECT,
./Collection/dm_collection_effectiveness.ipynb,dim_collection (amft.db),loans_new,dm_collection_effectiveness (amft.db),loans_closing,EXPRESSION,col('loans_new'
./Collection/dm_collection_effectiveness.ipynb,dim_collection (amft.db),_LITERAL_,dm_collection_effectiveness (amft.db),loans_closing,LITERAL,lit(None
./Collection/dm_collection_effectiveness.ipynb,dim_collection (amft.db),to_bucket,dm_collection_effectiveness (amft.db),to_bucket,GROUPBY,
./Collection/dm_collection_effectiveness.ipynb,dim_collection (amft.db),utm_source,dm_collection_effectiveness (amft.db),utm_source,GROUPBY,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),business_date,dm_key_risk_indicators_current_2 (amft.db),business_date,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),contract_id,dm_key_risk_indicators_current_2 (amft.db),contract_id,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),contract_status,dm_key_risk_indicators_current_2 (amft.db),contract_status,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),disbursed_month,dm_key_risk_indicators_current_2 (amft.db),disbursed_month,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),dpd_01,dm_key_risk_indicators_current_2 (amft.db),dpd_01,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),dpd_05,dm_key_risk_indicators_current_2 (amft.db),dpd_05,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),dpd_10,dm_key_risk_indicators_current_2 (amft.db),dpd_10,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),dpd_15,dm_key_risk_indicators_current_2 (amft.db),dpd_15,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),dpd_30,dm_key_risk_indicators_current_2 (amft.db),dpd_30,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),dpd_45,dm_key_risk_indicators_current_2 (amft.db),dpd_45,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),dpd_60,dm_key_risk_indicators_current_2 (amft.db),dpd_60,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),dpd_90,dm_key_risk_indicators_current_2 (amft.db),dpd_90,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),gender,dm_key_risk_indicators_current_2 (amft.db),gender,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),loan_amount,dm_key_risk_indicators_current_2 (amft.db),loan_amount,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),loan_term,dm_key_risk_indicators_current_2 (amft.db),loan_term,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),number_of_fi,dm_key_risk_indicators_current_2 (amft.db),number_of_fi,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),outstanding_capital,dm_key_risk_indicators_current_2 (amft.db),outstanding_capital,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),product_code,dm_key_risk_indicators_current_2 (amft.db),product_code,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),reloan,dm_key_risk_indicators_current_2 (amft.db),reloan,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),score_bin,dm_key_risk_indicators_current_2 (amft.db),score_bin,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),score_provider,dm_key_risk_indicators_current_2 (amft.db),score_provider,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),type_indicators,dm_key_risk_indicators_current_2 (amft.db),type_indicator_num,EXPRESSION,"create_map(*map_expr)[col(""type_indicators"")]"
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),type_indicators,dm_key_risk_indicators_current_2 (amft.db),type_indicators,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),utm_source,dm_key_risk_indicators_current_2 (amft.db),utm_source,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),utm_source_date,dm_key_risk_indicators_current_2 (amft.db),utm_source_date,DIRECT,
./Risk/dm_key_risk_indicators_current_2.ipynb,v2_dm_key_risk_indicators_current (amft.db),version,dm_key_risk_indicators_current_2 (amft.db),version,DIRECT,
./Risk/dm_key_risk_indicators_ever_2.ipynb,v2_dm_key_risk_indicators_ever (amft.db),business_date,dm_key_risk_indicators_ever_2 (amft.db),business_date,DIRECT,
./Risk/dm_key_risk_indicators_ever_2.ipynb,v2_dm_key_risk_indicators_ever (amft.db),contract_id,dm_key_risk_indicators_ever_2 (amft.db),contract_id,DIRECT,
./Risk/dm_key_risk_indicators_ever_2.ipynb,v2_dm_key_risk_indicators_ever (amft.db),contract_status,dm_key_risk_indicators_ever_2 (amft.db),contract_status,DIRECT,
./Risk/dm_key_risk_indicators_ever_2.ipynb,v2_dm_key_risk_indicators_ever (amft.db),disbursed_month,dm_key_risk_indicators_ever_2 (amft.db),disbursed_month,DIRECT,
./Risk/dm_key_risk_indicators_ever_2.ipynb,v2_dm_key_risk_indicators_ever (amft.db),dpd_01,dm_key_risk_indicators_ever_2 (amft.db),dpd_01,DIRECT,
