notebook,source_table,source_column,destination_table,destination_column,transformation_type,transformation_expr
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),current_bad,blacklist_check (vc_data_dwh.db),HIT,CONDITIONAL,"when(col('current_bad')>2,lit(1"
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),account_id,blacklist_check (vc_data_dwh.db),account_id,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),account_number,blacklist_check (vc_data_dwh.db),account_number,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),age_bucket,blacklist_check (vc_data_dwh.db),age_bucket,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),aging_period,blacklist_check (vc_data_dwh.db),aging_period,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),amount,blacklist_check (vc_data_dwh.db),amount,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),app_region,blacklist_check (vc_data_dwh.db),app_region,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),application_id,blacklist_check (vc_data_dwh.db),application_id,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),card_id,blacklist_check (vc_data_dwh.db),card_id,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),card_mask,blacklist_check (vc_data_dwh.db),card_mask,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),cccd,blacklist_check (vc_data_dwh.db),cccd,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),contract_type,blacklist_check (vc_data_dwh.db),contract_type,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),cost_center,blacklist_check (vc_data_dwh.db),cost_center,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),cost_center_area,blacklist_check (vc_data_dwh.db),cost_center_area,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),cost_center_department,blacklist_check (vc_data_dwh.db),cost_center_department,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),cost_center_province,blacklist_check (vc_data_dwh.db),cost_center_province,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),cost_center_region,blacklist_check (vc_data_dwh.db),cost_center_region,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),cost_center_unit,blacklist_check (vc_data_dwh.db),cost_center_unit,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),currency,blacklist_check (vc_data_dwh.db),currency,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),current_bad,blacklist_check (vc_data_dwh.db),current_bad,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),customer_id,blacklist_check (vc_data_dwh.db),customer_id,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),date_bad,blacklist_check (vc_data_dwh.db),date_bad,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),date_key,blacklist_check (vc_data_dwh.db),date_key,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),day_key,blacklist_check (vc_data_dwh.db),date_key,DATE_EXPR,"date_format(to_date(col(""day_key"""
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),day_key,blacklist_check (vc_data_dwh.db),day_key,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),debt_txn_desc,blacklist_check (vc_data_dwh.db),debt_txn_desc,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),disbursed_date,blacklist_check (vc_data_dwh.db),disbursed_date,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),dpd,blacklist_check (vc_data_dwh.db),dpd,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),due_date,blacklist_check (vc_data_dwh.db),due_date,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),gl_account,blacklist_check (vc_data_dwh.db),gl_account,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),gl_account_name,blacklist_check (vc_data_dwh.db),gl_account_name,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),highest_bad,blacklist_check (vc_data_dwh.db),highest_bad,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),identity_card,blacklist_check (vc_data_dwh.db),identity_card,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),indue_overdue,blacklist_check (vc_data_dwh.db),indue_overdue,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),merchant_id,blacklist_check (vc_data_dwh.db),merchant_id,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),merchant_name,blacklist_check (vc_data_dwh.db),merchant_name,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),merchant_number,blacklist_check (vc_data_dwh.db),merchant_number,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),mobile,blacklist_check (vc_data_dwh.db),mobile,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),oper_id,blacklist_check (vc_data_dwh.db),oper_id,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),overdue_date,blacklist_check (vc_data_dwh.db),overdue_date,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),posting_date,blacklist_check (vc_data_dwh.db),posting_date,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),process_dt,blacklist_check (vc_data_dwh.db),process_dt,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),risk_group,blacklist_check (vc_data_dwh.db),risk_group,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),terminal_id,blacklist_check (vc_data_dwh.db),terminal_id,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),terminal_number,blacklist_check (vc_data_dwh.db),terminal_number,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),terminal_type,blacklist_check (vc_data_dwh.db),terminal_type,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),txn_date,blacklist_check (vc_data_dwh.db),txn_date,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),yesterday_ts,blacklist_check (vc_data_dwh.db),yesterday_ts,DIRECT,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),disbursed_date,blacklist_check (vc_data_dwh.db),yesterday_ts,EXPRESSION,"to_date(to_timestamp(col(""disbursed_date""), ""M/d/yyyy H:mm"""
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),account_id,card_type_pre_application_dim (vc_data_dwh.db),account_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),account_number,card_type_pre_application_dim (vc_data_dwh.db),account_number,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),accountnumber,card_type_pre_application_dim (vc_data_dwh.db),accountnumber,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),add_on_card_limit,card_type_pre_application_dim (vc_data_dwh.db),add_on_card_limit,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_ccde_user_id,card_type_pre_application_dim (vc_data_dwh.db),app_ccde_user_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_crd_type_id,card_type_pre_application_dim (vc_data_dwh.db),app_crd_type_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_created_date,card_type_pre_application_dim (vc_data_dwh.db),app_created_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),_LITERAL_,card_type_pre_application_dim (vc_data_dwh.db),app_created_date,LITERAL,"to_timestamp(""creation_time_stamp"", ""yyyy-MM-dd HH:mm:ss"""
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_credit_approval_user_id,card_type_pre_application_dim (vc_data_dwh.db),app_credit_approval_user_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_customer_id,card_type_pre_application_dim (vc_data_dwh.db),app_customer_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_customer_name,card_type_pre_application_dim (vc_data_dwh.db),app_customer_name,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_first_credit_approval_date,card_type_pre_application_dim (vc_data_dwh.db),app_first_credit_approval_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_first_credit_approval_user_id,card_type_pre_application_dim (vc_data_dwh.db),app_first_credit_approval_user_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_first_kyc_date,card_type_pre_application_dim (vc_data_dwh.db),app_first_kyc_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_first_kyc_user_id,card_type_pre_application_dim (vc_data_dwh.db),app_first_kyc_user_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_first_recommendation_date,card_type_pre_application_dim (vc_data_dwh.db),app_first_recommendation_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_first_recommendation_user_id,card_type_pre_application_dim (vc_data_dwh.db),app_first_recommendation_user_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_id,card_type_pre_application_dim (vc_data_dwh.db),app_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_kyc_user_id,card_type_pre_application_dim (vc_data_dwh.db),app_kyc_user_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_last_ccde_date,card_type_pre_application_dim (vc_data_dwh.db),app_last_ccde_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_last_cms_date,card_type_pre_application_dim (vc_data_dwh.db),app_last_cms_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_last_credit_approval_date,card_type_pre_application_dim (vc_data_dwh.db),app_last_credit_approval_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_last_kyc_date,card_type_pre_application_dim (vc_data_dwh.db),app_last_kyc_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_last_operations_check_date,card_type_pre_application_dim (vc_data_dwh.db),app_last_operations_check_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_last_recommendation_date,card_type_pre_application_dim (vc_data_dwh.db),app_last_recommendation_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_priority,card_type_pre_application_dim (vc_data_dwh.db),app_priority,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_product,card_type_pre_application_dim (vc_data_dwh.db),app_product,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_product_id,card_type_pre_application_dim (vc_data_dwh.db),app_product_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_product_type,card_type_pre_application_dim (vc_data_dwh.db),app_product_type,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_product_type_code,card_type_pre_application_dim (vc_data_dwh.db),app_product_type_code,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_promocode,card_type_pre_application_dim (vc_data_dwh.db),app_promocode,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_recommendation_user_id,card_type_pre_application_dim (vc_data_dwh.db),app_recommendation_user_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),_LITERAL_,card_type_pre_application_dim (vc_data_dwh.db),application_creation_date,LITERAL,"expr(""application_creation_date + INTERVAL 7 HOURS"""
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),application_fk,card_type_pre_application_dim (vc_data_dwh.db),application_fk,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),application_id,card_type_pre_application_dim (vc_data_dwh.db),application_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),application_number,card_type_pre_application_dim (vc_data_dwh.db),application_number,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),asm_staff_code,card_type_pre_application_dim (vc_data_dwh.db),asm_staff_code,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),staff_code,card_type_pre_application_dim (vc_data_dwh.db),asm_staff_code,CONDITIONAL,when(col('staff_code'
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),branch_code,card_type_pre_application_dim (vc_data_dwh.db),branch_code,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),branch_id,card_type_pre_application_dim (vc_data_dwh.db),branch_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),branch_id_1,card_type_pre_application_dim (vc_data_dwh.db),branch_id,CONDITIONAL,when(col('branch_id_1'
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),branch_id_new,card_type_pre_application_dim (vc_data_dwh.db),branch_id,CONDITIONAL,when(col('branch_id_new'
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),branch_name,card_type_pre_application_dim (vc_data_dwh.db),branch_name,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),cancel_date,card_type_pre_application_dim (vc_data_dwh.db),cancel_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_active_date_by_acct,card_type_pre_application_dim (vc_data_dwh.db),card_active_date_by_acct,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_code_sun_id,card_type_pre_application_dim (vc_data_dwh.db),card_code_sun_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_code_sun_id_b,card_type_pre_application_dim (vc_data_dwh.db),card_code_sun_id,CONDITIONAL,"when(col(""card_code_sun_id_b"""
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_iss_date,card_type_pre_application_dim (vc_data_dwh.db),card_iss_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_number,card_type_pre_application_dim (vc_data_dwh.db),card_number,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_submit_app_date,card_type_pre_application_dim (vc_data_dwh.db),card_submit_app_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_type_code,card_type_pre_application_dim (vc_data_dwh.db),card_type_code,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_type_code_orig,card_type_pre_application_dim (vc_data_dwh.db),card_type_code_orig,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_type_code_orig_tmp,card_type_pre_application_dim (vc_data_dwh.db),card_type_code_orig,CONDITIONAL,when(col('card_type_code_orig_tmp'
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_type_group_id,card_type_pre_application_dim (vc_data_dwh.db),card_type_group_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),_LITERAL_,card_type_pre_application_dim (vc_data_dwh.db),card_type_group_id,LITERAL,conditions
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),reference_partner,card_type_pre_application_dim (vc_data_dwh.db),card_type_group_id,CONDITIONAL,"when((col(""reference_partner"")==""kh_kenh_vn_post"") & (col(""card_type_code"")==""SVCARD""), lit(23"
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_type_code,card_type_pre_application_dim (vc_data_dwh.db),card_type_group_id,CONDITIONAL,"when((col(""reference_partner"")==""kh_kenh_vn_post"") & (col(""card_type_code"")==""SVCARD""), lit(23"
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),app_created_date,card_type_pre_application_dim (vc_data_dwh.db),card_type_group_id,CONDITIONAL,"when((date_format(col('app_created_date'), ""yyyyMM"""
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),is_insurance_agent,card_type_pre_application_dim (vc_data_dwh.db),card_type_group_id,CONDITIONAL,"when((col(""is_insurance_agent"")==1) & (col(""card_type_group_id"""
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_type_group_name,card_type_pre_application_dim (vc_data_dwh.db),card_type_group_name,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),reference_partner,card_type_pre_application_dim (vc_data_dwh.db),card_type_group_name,CONDITIONAL,"when((col(""reference_partner"")==""kh_kenh_vn_post"") & (col(""card_type_code"")==""SVCARD""), lit(""VNP-StudentsCard"""
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_type_code,card_type_pre_application_dim (vc_data_dwh.db),card_type_group_name,CONDITIONAL,"when((col(""reference_partner"")==""kh_kenh_vn_post"") & (col(""card_type_code"")==""SVCARD""), lit(""VNP-StudentsCard"""
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_type_group_name_2,card_type_pre_application_dim (vc_data_dwh.db),card_type_group_name,CONDITIONAL,"when(col(""card_type_group_name_2"""
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_type_group_name_orig,card_type_pre_application_dim (vc_data_dwh.db),card_type_group_name_orig,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_type_group_name_orig_tmp,card_type_pre_application_dim (vc_data_dwh.db),card_type_group_name_orig,CONDITIONAL,when(col('card_type_group_name_orig_tmp'
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),card_type_name,card_type_pre_application_dim (vc_data_dwh.db),card_type_name,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),channel,card_type_pre_application_dim (vc_data_dwh.db),channel,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),clc_staff_code,card_type_pre_application_dim (vc_data_dwh.db),clc_staff_code,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),code,card_type_pre_application_dim (vc_data_dwh.db),code,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),collaborators_code,card_type_pre_application_dim (vc_data_dwh.db),collaborators_code,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),collaborators_type,card_type_pre_application_dim (vc_data_dwh.db),collaborators_type,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),cost_center,card_type_pre_application_dim (vc_data_dwh.db),cost_center,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),cost_center_area,card_type_pre_application_dim (vc_data_dwh.db),cost_center_area,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),cost_center_department,card_type_pre_application_dim (vc_data_dwh.db),cost_center_department,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),cost_center_province,card_type_pre_application_dim (vc_data_dwh.db),cost_center_province,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),cost_center_region,card_type_pre_application_dim (vc_data_dwh.db),cost_center_region,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),cost_center_unit,card_type_pre_application_dim (vc_data_dwh.db),cost_center_unit,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),created_by_email,card_type_pre_application_dim (vc_data_dwh.db),created_by_email,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),email,card_type_pre_application_dim (vc_data_dwh.db),created_by_email,EXPRESSION,"col(""email"""
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),created_by_staff_code,card_type_pre_application_dim (vc_data_dwh.db),created_by_staff_code,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),staff_code,card_type_pre_application_dim (vc_data_dwh.db),created_by_staff_code,EXPRESSION,"col(""staff_code"""
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),created_by_user,card_type_pre_application_dim (vc_data_dwh.db),created_by_user,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),username,card_type_pre_application_dim (vc_data_dwh.db),created_by_user,EXPRESSION,"col(""username"""
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),created_region,card_type_pre_application_dim (vc_data_dwh.db),created_region,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),credit_card_application,card_type_pre_application_dim (vc_data_dwh.db),credit_card_application,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),current_stage_name,card_type_pre_application_dim (vc_data_dwh.db),current_stage_name,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),cust_salaryday,card_type_pre_application_dim (vc_data_dwh.db),cust_salaryday,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),customer,card_type_pre_application_dim (vc_data_dwh.db),customer,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),customer_id,card_type_pre_application_dim (vc_data_dwh.db),customer_id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),customer_number,card_type_pre_application_dim (vc_data_dwh.db),customer_number,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),customerid,card_type_pre_application_dim (vc_data_dwh.db),customerid,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),date_nhanhoso,card_type_pre_application_dim (vc_data_dwh.db),date_nhanhoso,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),dlimit_base_value,card_type_pre_application_dim (vc_data_dwh.db),dlimit_base_value,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),dsm_staff_code,card_type_pre_application_dim (vc_data_dwh.db),dsm_staff_code,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),staff_code,card_type_pre_application_dim (vc_data_dwh.db),dsm_staff_code,CONDITIONAL,when(col('staff_code'
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),due_date,card_type_pre_application_dim (vc_data_dwh.db),due_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),email,card_type_pre_application_dim (vc_data_dwh.db),email,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),full_name,card_type_pre_application_dim (vc_data_dwh.db),full_name,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),handover_orig_app_date,card_type_pre_application_dim (vc_data_dwh.db),handover_orig_app_date,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),_LITERAL_,card_type_pre_application_dim (vc_data_dwh.db),handover_orig_app_date,LITERAL,"expr(""handover_orig_app_date + INTERVAL 7 HOURS"""
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),id,card_type_pre_application_dim (vc_data_dwh.db),id,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),insurance_partner,card_type_pre_application_dim (vc_data_dwh.db),insurance_partner,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),_LITERAL_,card_type_pre_application_dim (vc_data_dwh.db),insurance_partner,LITERAL,lit(None
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),is_auto_insurance_fee,card_type_pre_application_dim (vc_data_dwh.db),is_auto_insurance_fee,DIRECT,
./dw_app/dw_application_dim.ipynb,f1_party (vc_los_cas.db),_LITERAL_,card_type_pre_application_dim (vc_data_dwh.db),is_auto_insurance_fee,LITERAL,lit(None
