notebook_name,source_table,source_type,destination_table,destination_type
/home/jupyter/notebook.home/etl_data/dop/fact_customer_1st_log_init.ipynb,grab_whitelist (dlc_data.db),PARQUET,fact_customer_1st_log (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/fact_customer_1st_log_init.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fact_customer_1st_log_daily.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,fact_customer_1st_log (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/fact_customer_1st_log_daily.ipynb,grab_whitelist (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fact_customer_1st_log_daily.ipynb,fact_customer_1st_log (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dim_product_daily.ipynb,dop_customer_loan (dlc_data.db),PARQUET,dim_product (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dim_product_daily.ipynb,dim_product (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_error_code_init_v2.ipynb,,,dm_check_rule_risk (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/grab_log_step_init.ipynb,grab_whitelist (dlc_data.db),PARQUET,grab_log_step (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/grab_log_step_init.ipynb,dop_grab_tracking (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/grab_log_step_init.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_customer_1st_log_test.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/customer_loan_final_init.ipynb,,,customer_loan_final (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_by_score_band_daily.ipynb,dim_step_description (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_by_score_band_daily.ipynb,score_info (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_by_score_band_daily.ipynb,customer_loan_final (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_by_score_band_daily.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_by_score_band_daily.ipynb,contract_score_fiza_v4_v5 (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fact_customer_history_daily.ipynb,dop_customer_loan (dlc_data.db),PARQUET,fact_customer_history (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/fact_customer_history_daily.ipynb,fact_customer_history (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fact_customer_history_init.ipynb,dop_customer_loan (dlc_data.db),PARQUET,fact_customer_history (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/fact_customer_history_init.ipynb,fact_customer_history (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_approval_time_init.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,dm_approval_time (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/change_band_score_daily.ipynb,,,change_band_score (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dm_check_whitelist_blacklist_init.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,dm_check_whitelist_blacklist (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dm_check_whitelist_blacklist_daily.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,dm_check_whitelist_blacklist (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_daily.ipynb,dim_step_description (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_daily.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_daily.ipynb,contract_details (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_daily.ipynb,topi_customer_info_logs (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/grab_log_step_daily.ipynb,grab_whitelist (dlc_data.db),PARQUET,grab_log_step (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/grab_log_step_daily.ipynb,dop_grab_tracking (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/grab_log_step_daily.ipynb,contract_details (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/grab_log_step_daily.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_customer_1st_log_init.ipynb,fact_customer_1st_log (dlc_data.db),PARQUET,dm_customer_1st_log (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dm_customer_1st_log_init.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_customer_1st_log_init.ipynb,dop_customer_loan (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fact_customer_loan_daily.ipynb,dop_customer_loan (dlc_data.db),PARQUET,fact_customer_loan (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/fact_customer_loan_daily.ipynb,dim_source (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fact_customer_loan_daily.ipynb,dim_status (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fact_customer_loan_daily.ipynb,dim_product (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_error_code_init.ipynb,,,dm_check_rule_risk (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/change_band_score_init.ipynb,,,change_band_score (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_by_score_band_init.ipynb,dim_step_description (dlc_data.db),PARQUET,dm_performance_lead_by_score_band (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_by_score_band_init.ipynb,score_info (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_by_score_band_init.ipynb,customer_loan_final (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_by_score_band_init.ipynb,contract_score_fiza_v4_v5 (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_by_score_band_init.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_customer_1st_log_daily_test.ipynb,fact_customer_1st_log (dlc_data.db),PARQUET,dm_customer_1st_log (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dm_customer_1st_log_daily_test.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_customer_1st_log_daily_test.ipynb,dop_customer_loan (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_customer_1st_log_daily.ipynb,fact_customer_1st_log (dlc_data.db),PARQUET,dm_customer_1st_log (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dm_customer_1st_log_daily.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_customer_1st_log_daily.ipynb,dop_customer_loan (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/customer_loan_final_daily.ipynb,dop_customer_loan (dlc_data.db),PARQUET,customer_loan_final (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/customer_loan_final_daily.ipynb,customer_loan_final (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dim_customer_init.ipynb,dop_customer (dlc_data.db),PARQUET,dim_customer (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dim_customer_daily.ipynb,dop_customer (dlc_data.db),PARQUET,dim_customer (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dim_customer_daily.ipynb,dim_customer (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fact_customer_loan_init.ipynb,dop_customer_loan (dlc_data.db),PARQUET,fact_customer_loan (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/fact_customer_loan_init.ipynb,dim_source (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fact_customer_loan_init.ipynb,dim_status (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fact_customer_loan_init.ipynb,dim_product (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/grab_whitelist_daily.ipynb,dop_customer_loan (dlc_data.db),PARQUET,grab_whitelist (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/grab_whitelist_daily.ipynb,dop_grab_tracking (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/grab_whitelist_daily.ipynb,grab_whitelist (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/grab_whitelist_daily.ipynb,grab_city_code (dlc_data.db),CSV,,
/home/jupyter/notebook.home/etl_data/dop/dim_step_description_daily.ipynb,stg_dim_step_description (dlc_data.db),PARQUET,dim_step_description (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dim_step_description_daily.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,stg_dim_step_description (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dim_step_description_daily.ipynb,dim_step_description_fiza_v2 (dlc_data.db),CSV,,
/home/jupyter/notebook.home/etl_data/dop/dim_step_description_daily.ipynb,dim_step_description (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dim_source_v1.ipynb,dop_source (dlc_data.db),PARQUET,dim_source (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dim_source_v1.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dim_source_daily_v1.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,dim_source (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dim_source_daily_v1.ipynb,dim_source (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dim_source_daily.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,dim_source (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dim_source_daily.ipynb,dop_source (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dim_source_daily.ipynb,dim_source (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dim_score_bin.ipynb,dop_score_bin (dlc_data.db),PARQUET,dim_score_bin (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dm_customer_1st_log_daily-Copy1.ipynb,fact_customer_1st_log (dlc_data.db),PARQUET,dm_customer_1st_log (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dm_customer_1st_log_daily-Copy1.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_customer_1st_log_daily-Copy1.ipynb,dop_customer_loan (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_2_init.ipynb,dim_step_description (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_2_init.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_2_daily.ipynb,dim_step_description (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/dm_performance_lead_2_daily.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/customer_location.ipynb,province_from_coords (dlc_data.db),PARQUET,dop_customer_log_step (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/customer_location.ipynb,dop_customer_coor (dlc_data.db),PARQUET,customer_location (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/customer_location.ipynb,dop_customer_coor (dlc_data.db),PARQUET,tmp_customer_location (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/customer_location.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/customer_location.ipynb,customer_loan_final (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/customer_location.ipynb,dop_customer_loan (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/customer_location.ipynb,tmp_dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/customer_location.ipynb,region_province (dlc_data.db),CSV,,
/home/jupyter/notebook.home/etl_data/dop/customer_location_daily.ipynb,province_from_coords (dlc_data.db),PARQUET,customer_location (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/customer_location_daily.ipynb,dop_customer_coor (dlc_data.db),PARQUET,tmp_customer_location (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/customer_location_daily.ipynb,customer_loan_final (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/customer_location_daily.ipynb,tmp_customer_location (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/customer_location_daily.ipynb,region_province (dlc_data.db),CSV,,
/home/jupyter/notebook.home/etl_data/dop/change_band_score_daily_v2.ipynb,,,change_band_score (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dim_step_description.ipynb,dop_step_description (dlc_data.db),PARQUET,dim_step_description (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/dim_step_description.ipynb,dim_step_description_fiza_v2 (dlc_data.db),CSV,,
/home/jupyter/notebook.home/etl_data/dop/TOPI/dm_performance_lead_topi_daily.ipynb,dim_step_description (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/TOPI/dm_performance_lead_topi_daily.ipynb,topi_customer_info_logs (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/Import_CH/import_Clickhouse.ipynb,dm_performance_lead_daily (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fiza/fiza_disbursed_by_score_daily.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,fiza_disbursed_by_score (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/fiza/fiza_disbursed_by_score_daily.ipynb,customer_loan_final (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fiza/fiza_disbursed_by_score_init.ipynb,dop_customer_log_step_by_partner (dlc_data.db),PARQUET,fiza_disbursed_by_score (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/fiza/fiza_disbursed_by_score_init.ipynb,customer_loan_final (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza.ipynb,customer_log_step_uat (dlc_data.db),CSV,dm_perfomance_lead_fiza (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza.ipynb,dim_step_description_fiza_v2 (dlc_data.db),CSV,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza.ipynb,customer_loan_final_stg (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza.ipynb,customer_loan_uat (dlc_data.db),CSV,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_check_rule_fiza.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,dm_check_rule_fiza (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_check_rule_fiza.ipynb,dop_customer_log_step_by_partner (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_check_rule_fiza.ipynb,dim_step_reject (dlc_data.db),CSV,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_check_rule_fiza.ipynb,customer_loan_final_stg (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza_daily_bak.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,dm_perfomance_lead_fiza (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza_daily_bak.ipynb,dop_customer_log_step_by_partner (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza_daily_bak.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza_daily_bak.ipynb,dim_step_description_fiza_v2 (dlc_data.db),CSV,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza_daily_bak.ipynb,dop_customer_loan (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza_daily_bak.ipynb,customer_loan_final_stg (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza_daily_bak.ipynb,dm_perfomance_lead_fiza (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza_daily.ipynb,dop_customer_log_step_by_partner (dlc_data.db),PARQUET,stg_fiza_log_step (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza_daily.ipynb,stg_fiza_log_step (dlc_data.db),PARQUET,dm_perfomance_lead_fiza (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza_daily.ipynb,dim_step_description_fiza_v2 (dlc_data.db),CSV,,
/home/jupyter/notebook.home/etl_data/dop/fiza/dm_perfomance_lead_fiza_daily.ipynb,customer_loan_final_stg (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/VNPT/dm_perfomance_lead_vnpt_by_time_level.ipynb,vnpt_log_step (dlc_data.db),PARQUET,dm_perfomance_lead_vnpt_by_time_level (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/VNPT/dm_performance_lead_daily_vnpt.ipynb,dim_step_description (dlc_data.db),PARQUET,vnpt_log_step (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/VNPT/dm_performance_lead_daily_vnpt.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,dm_performance_lead_vnpt (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/VNPT/dm_performance_lead_daily_vnpt.ipynb,contract_details (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/VNPT/dm_performance_lead_daily_vnpt.ipynb,dop_customer_log_step_by_partner (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/VNPT/dm_performance_lead_daily_vnpt.ipynb,daily_checkpoint_contract (vc_fi_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/VNPT/dm_performance_lead_daily_vnpt.ipynb,product_info (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/location/get_json_response_from_coords.ipynb,dop_customer_coor (dlc_data.db),PARQUET,province_from_coords (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/location/get_json_response_from_coords.ipynb,province_from_coords (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/location/get_province_from_coords_daily.ipynb,dop_customer_coor (dlc_data.db),PARQUET,province_from_coords (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/location/get_province_from_coords_daily.ipynb,province_from_coords (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/location/add_id_card.ipynb,tmp_customer_location (dlc_data.db),PARQUET,tmp_customer_location (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/location/add_id_card.ipynb,customer_loan_final (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/location/add_id_card.ipynb,dop_customer_loan (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/location/add_id_card.ipynb,customer_location (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/dm_performance_lead_weekly.ipynb,dim_step_description (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/dm_performance_lead_weekly.ipynb,contract_details (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/dm_performance_lead_monthly.ipynb,dim_step_description (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/dm_performance_lead_monthly.ipynb,contract_details (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/Get_dim_table.ipynb,dm_performance_lead_monthly (dlc_data.db),PARQUET,dm_performance_lead_dim (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/import_dm_performance.ipynb,tracking_performance_monthly (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/import_dm_performance.ipynb,dm_performance_lead_weekly (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/Capital_source.ipynb,product_info (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/Capital_source.ipynb,contract_details (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/roll_rate.ipynb,"daily_checkpoint_contract',),) (vc_fi_data.db)",PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/get_medium.ipynb,dop_customer_log_step_by_partner (dlc_data.db),PARQUET,medium (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/get_medium.ipynb,dop_customer_log_step_by_partner (dlc_data.db),PARQUET,customer_loan_final_stg (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/get_medium.ipynb,customer_loan_final (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/dm_performance_lead_daily.ipynb,dim_step_description (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/dm_performance_lead_daily.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/dm_performance_lead_daily.ipynb,contract_details (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/dm_performance_lead_daily.ipynb,topi_customer_info_logs (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/Tracking_performance_sme_final.ipynb,stg_sme_tracking_performance (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/Tracking_performance_sme_final.ipynb,dim_sme (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/Tracking_performance_sme_final.ipynb,contract_details (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/Tracking_performance_sme_final.ipynb,product_info (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/Tracking_performance_TESTTTT.ipynb,stg_tracking_performance (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/Tracking_performance_TESTTTT.ipynb,contract_details (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/Tracking_performance_TESTTTT.ipynb,product_info (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/Tracking_performance_daily.ipynb,stg_tracking_performance (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/Tracking_performance_daily.ipynb,contract_details (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/Tracking_performance_daily.ipynb,product_info (dlc_data.db),PARQUET,,
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/OPTIMIZE.ipynb,customer_loan_final (dlc_data.db),PARQUET,customer_loan_final_temp (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/OPTIMIZE.ipynb,customer_loan_final_temp (dlc_data.db),PARQUET,dop_customer_log_step_temp (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/OPTIMIZE.ipynb,dop_customer_log_step (dlc_data.db),PARQUET,dop_customer_log_step (dlc_data.db),PARQUET
/home/jupyter/notebook.home/etl_data/dop/tracking_performance/OPTIMIZE.ipynb,dop_customer_log_step_temp (dlc_data.db),PARQUET,dop_customer_temp (dlc_data.db),PARQUET
